full_text,token_count,text_clean,label
"@Vx_5555 @ShopeeCare @ShopeePay_ID @ShopeeID @shopee Nder, km bilang itu daftar paylater pake ktp ibumu??
berarti ini nanti yg bakal dicari/ditagih ya ibumu nder.. udah bilang apa belum sama ibu??",74,mention mention mention mention mention nder km bilang daftar paylater pake ktp ibu arti nanti bakal cari tagih ibu nder bilang apa sama ibu,negatif
"Voucher Shopee 1524 Fest
⏰ 12:00 WIB

▶️ Diskon 15% s/d 50rb
&gt; Min. Belanja 0
&gt; Berlaku untuk produk di halaman tersebut (?) 
&gt; Kuota voucher terbatas

▶️ Diskon 24% muncul di akun tertentu

Refresh &amp; klaim voucher nya disini
https://t.co/WalP6KGoe8 https://t.co/Z2QHHz0cdv",117,voucher shopee 1524 fest 12 00 wib diskon 15 s d 50rb gt min belanja 0 gt laku produk halaman sebut gt kuota voucher batas diskon 24 muncul akun tentu refresh amp klaim voucher nya sini,positif
"Shopee 1524 Fest ‼️
⏰00:00 WIB

Refresh dan klaim disini :
https://t.co/DnEnDtabSU https://t.co/XLEobAxlIQ",47,shopee 1524 fest 00 00 wib refresh klaim sini,positif
@PaPerSweett ต้องหลังปีใหม่เลย แต่มันคงไม่หมดอายุมั้งงงงง,47,mention,netral
"@RoshanS85734 We attempted to reach you on your registered phone number, but the call went unanswered. We have processed the refund of INR 12,489 on 18 December 2025 and INR 798 on 19 December 2025. The amounts are expected to be credited to your original payment account within the next 5-7",75,mention we attempted to reach you on your registered phone number but the call went unanswered we have processed the refund of inr 12 489 on 18 december 2025 and inr 798 on 19 december 2025 the amounts are expected to be credited to your original payment account within the next 5-7,netral
"Voucher Shopee 1524 Fest
⏰ 00:00 WIB

▶️ Diskon 15% s/d 50rb
&gt; Min. Belanja 0
&gt; Berlaku untuk produk di halaman tersebut (?) 
&gt; Kuota voucher terbatas

▶️ Diskon 24% muncul di akun tertentu

Refresh &amp; klaim voucher nya disini
https://t.co/WalP6KGoe8 https://t.co/Q3v172btqN",116,voucher shopee 1524 fest 00 00 wib diskon 15 s d 50rb gt min belanja 0 gt laku produk halaman sebut gt kuota voucher batas diskon 24 muncul akun tentu refresh amp klaim voucher nya sini,positif
"Voucher Shopee 1524 Fest
⏰ 12:00 WIB

▶️ Diskon 15% s/d 50rb
&gt; Min. Belanja 0
&gt; Berlaku untuk produk di halaman tersebut (?) 
&gt; Kuota voucher terbatas

▶️ Diskon 24% muncul di akun tertentu

Refresh &amp; klaim voucher nya disini
https://t.co/WalP6KGoe8 https://t.co/CjYCzsilMv",116,voucher shopee 1524 fest 12 00 wib diskon 15 s d 50rb gt min belanja 0 gt laku produk halaman sebut gt kuota voucher batas diskon 24 muncul akun tentu refresh amp klaim voucher nya sini,positif
ไปค่ะ ใครยังไม่รี หาเงินคอนไรเซ่อกัน😆⬇️⬇️,44,,netral
"We also have the onerous burden of repayment of Oil, Fertilizer and FCI Bonds raised during the UPA era. 

In FY 2024-25: Rs. 50,647 crore has been paid which includes Principal amount of Rs. 44,701 crore &amp; Interest amount of Rs. 5,946 crore. 

In FY 2025-26: Rs. 43,988 crore has https://t.co/4S82nNgdEP",101,we also have the onerous burden of repayment of oil fertilizer and fci bonds raised during the upa era in fy 2024-25 rs 50 647 crore has been paid which includes principal amount of rs 44 701 crore amp interest amount of rs 5 946 crore in fy 2025-26 rs 43 988 crore has,netral
"While struggling to pay salaries, the #AP government chose to excuse a corporate default.

#AP Govt G.O. Ms. No.250 (13-12-2025) raises serious questions.

30 acres of prime #Madhurawada land allotted to @SattvaGroup( #SattvaDevelopers) at ₹1.5 cr/acre. Payment due: ₹45 cr by 5 https://t.co/JtmsXmm7fi",96,while struggling to pay salaries the ap government chose to excuse a corporate default ap govt g o ms no 250 13-12-2025 raises serious questions 30 acres of prime madhurawada land allotted to mention sattvadevelopers at 1 5 cr acre payment due 45 cr by 5,negatif
"Penghematan Shopee tiap tahun: 1500 x Rp 2jt x 12 = Rp 36 milyar = $ 2.2jt. Ini cuma geli doang dibandingkan revenue parent companya Shopee, (Sea, revenue $ 13 milyar)

Shopee / Sea hemat **0.017%** doang, karyawan kehilangan 100% mata pencaharian… https://t.co/gxEx5OEVsO",107,hemat shopee tiap tahun 1500 x rp 2jt x 12 rp 36 milyar 2 2jt cuma geli doang banding revenue parent companya shopee sea revenue 13 milyar shopee sea hemat 0 017 doang karyawan hilang 100 mata cahari,negatif
"Indonesians' paylater debt reached IDR 30.3 trillion by November 2024, marking a massive 48% increase from the previous year, OJK reports. https://t.co/NbggwIU5VI",46,indonesians paylater debt reached idr 30 3 trillion by november 2024 marking a massive 48 increase from the previous year ojk reports,negatif
"ఆర్ధిక నివేదికలు ఎన్నోసార్లు చెప్పినా అదే అబద్ధాన్ని రుద్దుతున్నారు… 

14 లక్షల కోట్లు ఎక్కడ 🤔

ఇప్పుడు ఈనాడు పేపర్ నే రాసింది 

2022-23 చివరినాటికి 4,29,520 కోట్లు అంటే 2023-24  చివరినాటికి 4,91,734 కోట్లు 
2024-25  చివరినాటికి 5,64,448 కోట్లు 

అదే 2023-24 లో చేసిన అప్పు https://t.co/8wbtc7cOJa",406,14 2022-23 4 29 520 2023-24 4 91 734 2024-25 5 64 448 2023-24,negatif
"So Called Masked Intellectuals and Pseudos
How Can You People Justify This Now ? 

“As Per CAG Reports of ND Alliance Govt. 

Loans 
(Excluding Corporation &amp; Amaravati Loans) : 

June 2024 - March 2025 :  54,408.76 Crores 

April 2025 - October 2025 : 67,321.13 Crores 

Total in https://t.co/qm4qeejNGZ",103,so called masked intellectuals and pseudos how can you people justify this now as per cag reports of nd alliance govt loans excluding corporation amp amaravati loans june 2024 - march 2025 54 408 76 crores april 2025 - october 2025 67 321 13 crores total in,negatif
"A SYNDICATE

Modi - Nirmala Sitharaman - PSU Bank - Corporate Firms

Large Industries, Services Sector Dominate Bank Loan Write-offs

                      Loan 
                     Amount        Settled For

Essar          54,000          42,000

Bhushan 
Steels         57,000 https://t.co/HdvPwrGfyr",82,a syndicate modi - nirmala sitharaman - psu bank - corporate firms large industries services sector dominate bank loan write-offs loan amount settled for essar 54 00 42 00 bhushan steels 57 00,negatif
"5 Months Lo 56K Crores Borrowed 

125% Revenue Deficit 

No Information Disclosed To CAG Regarding Corporation Loans https://t.co/g3Q6mwCjAT",39,5 months lo 56k crores borrowed 125 revenue deficit no information disclosed to cag regarding corporation loans,negatif
"ఇన్ని రోజులు 10, 15 లక్షల కోట్లు అని కుసారా కదా గాడిద కొడకల్లారా 💦💦

మండలి సాక్షిగా అప్పులపై TDP తప్పుడు ప్రచారం బట్టబయలు

2024, జూన్ నాటికి 5 లక్షల 19వేల 192 కోట్లు ప్రభుత్వ అప్పు..

కార్పొరేషన్ల అప్పు 1,58,657 కోట్లు

-ఆర్థిక మంత్రి మంత్రి పయ్యావుల ప్రకటన

మంత్రి పయ్యావుల https://t.co/Q32pwzuOTD",438,10 15 tdp 2024 5 19 192 1 58 657 -,negatif
"CRISIS: Himachal has EXHAUSTED this year's Loan Limit of Rs. 6,200 CRORES 😳

~ Sukhu Govt has borrowed Rs. 500 Crores but Retired Employees are yet to receive Pensions.  This takes HP's total DEBT to Rs. 90,000 CRORES. BANKRUPTCY?

📌 Follow for all Updates. https://t.co/FHGbgFVOdT",95,crisis himachal has exhausted this year s loan limit of rs 6 200 crores sukhu govt has borrowed rs 500 crores but retired employees are yet to receive pensions this takes hp s total debt to rs 90 00 crores bankruptcy follow for all updates,negatif
"Household debt was 38.3% of GDP in Q2FY24, the highest ever. https://t.co/OKi3gizJDf",33,household debt was 38 3 of gdp in q2fy24 the highest ever,negatif
"అప్పులే సరి..
సంపద ఎక్కడమరి?

ఏడాది తిరక్కుండానే చంద్రబాబు సర్కారు అప్పులు రూ. 1.26 లక్షల కోట్లు 

తాజాగా 7.17% వడ్డీతో రూ.5,820 కోట్ల అప్పు

దీంతో బడ్జెట్ అప్పులే రూ.80,827 కోట్లు 

బడ్జెట్లో పేర్కొన్న రూ.71 వేల కోట్లకు మించి మార్కెట్ రుణాలు

 బడ్జెటేతర అప్పులు రూ.45,700 కోట్లు https://t.co/r3jU9lyJ8N",443,1 26 7 17 5 820 80 827 71 45 700,negatif
"AP Debts: 

Kutami Narrations: 
14 Lkhs Cr. 
12 Lkhs Cr. 
10Lkhs Cr. 

What is actual? 

As of June 2019 
     2, 57,509Cr. Government 
      49,000Cr. Corporations 

As on June 2024 
    5, 19,194Cr. Government 
     158,600 Cr. guarantees 
     90,000 Cr. Corporations https://t.co/6J5rZgrx9T",118,ap debts tam narrations 14 lkhs cr 12 lkhs cr 10lkhs cr what is actual as of june 2019 2 57 509cr government 49 00cr corporations as on june 2024 5 19 194cr government 158 600 cr guarantees 90 00 cr corporations,negatif
"ตัดงบใช้หนี้ SFI 35,000 ล้านเพื่อเอาไปแจกเงินดิจิทัลวอลเลต

ธกส โดนหนักสุด รัฐบาลติดหนี้ ธกส อยู่ราว 736,000 ล้านบาท จากที่ใช้ทำโครงการต่างๆ

ธกส ของบ(ทวงหนี้) ปี68 มา 696,000 ลบ.

คำขอโดนตัดเหลือ 60,000 ลบ. ในร่าง พรบ. งบ68

ตัดใน กมธ.งบ เหลือ 28,678 ลบ.
แม้แต่ดอกยังไม่พอจ่าย https://t.co/lfNkxamEvO",257,sfi 35 00 736 00 68 696 00 60 00 68 28 678,negatif
"@TheVijayMallya @TheVijayMallya The ₹6,203 crore “judgement debt” you cite refers solely to the 2017 Debt Recovery Tribunal (DRT) order: ₹4,999 crore principal plus ₹1,204 crore interest at 11.5% per annum from 2013, across loans to four Kingfisher entities you personally guaranteed.

Actual",84,mention mention the 6 203 crore judgement debt you cite refers solely to the 2017 debt recovery tribunal drt order 4 99 crore principal plus 1 204 crore interest at 11 5 per annum from 2013 across loans to four kingfisher entities you personally guaranteed actual,negatif
"อีเหี้ย 64555555555555 เรามาถึงจุดที่ BMW ผ่อน Shopee Paylater ได้แล้วนะคะ ครบจบตั้งแต่ 1 บาทยัน 500,000 https://t.co/d3lNl9bgTj",88,6455 bmw shopee paylater 1 500 00,negatif
บางครั้งก็อยากรู้ว่ายุคพ่อแม่เอาความกล้าระดับไหนมาซื้อบ้าน ในขณะที่กูยัง shopee paylater ผ่อนต้มเลือดหมู 3 เดือน,93,shopee paylater 3,negatif
"$SE

This 2nd consecutive quarter of lower e-commerce EBITDA is the reason behind $SE's 40% drop in recent months.

The market is basically worried that this decline continues and is a sign of more price wars to come.

To analyse if that is possibly the case, I think it's https://t.co/pLoxPycSKZ",75,se this 2nd consecutive quarter of lower e-commerce ebitda is the reason behind se s 40 drop in recent months the market is basically worried that this decline continues and is a sign of more price wars to come to analyse if that is possibly the case i think it s,netral
"‘The State Bank’s latest data shows the private sector has lost confidence in the banking system as it could hardly borrow Rs35 billion in the first nine months of FY 24. The amount for the same period in FY 23 was Rs264bn.
Before last year’s negative economic growth, the private",61,the state bank s latest data shows the private sector has lost confidence in the banking system as it could hardly borrow rs35 billion in the first nine months of fy 24 the amount for the same period in fy 23 was rs264bn before last year s negative economic growth the private,negatif
"As Per CAG Reports of ND Alliance Govt. 

Loans 
(Excluding Corporation &amp; Amaravati Loans) : 

June 2024 - March 2025 :  54,408.76 Crores 

April 2025 - November 2025 : 77,080.07 Crores 

Total : 1,31,489 Crores 

On An Average Per Month 7734 Crores Loans Are Taken https://t.co/QQge9Wf0wu",104,as per cag reports of nd alliance govt loans excluding corporation amp amaravati loans june 2024 - march 2025 54 408 76 crores april 2025 - november 2025 77 080 07 crores total 1 31 489 crores on an average per month 7734 crores loans are taken,negatif
"gilss ya shopee , penghasilan dikurangin selain dr biaya adm dikenain juga biaya layanan, biaya proses pesanan total keseluruhan 14% 🤧 https://t.co/daBwuBXy5Z",58,gilss shopee hasil rangin dr biaya adm dikenain biaya layan biaya proses pesan total seluruh 14,negatif
"• #मध्यप्रदेश में @DrMohanYadav51 सरकार मौजूदा वित्त वर्ष में एक बार फिर 27 मार्च को तीन अलग-अलग तरीके से 5 हजार करोड़ रुपए का कर्ज लेगी. इसे 20, 21 और 22 साल में चुकाएगी!

• @BJP4MP सरकार की नई आवश्यकता को यदि शामिल कर लिया जाए तो जनवरी से अब तक कर्ज के रूप में ली गई राशि",255,mention 27 - 5 20 21 22 mention,negatif
"Total debt $156 billion, 5x since 2008
Ratings downgraded by S&amp;P, Moody’s, and Fitch
Unable to clear $1 billion in power debts to India
Forex down $12 billion in 16 months
Taka down 10% in under a year
Average monthly inflation of 11%

The Economist Country of the Year.",79,total debt 156 billion 5x since 2008 ratings downgraded by s amp p moody s and fitch unable to clear 1 billion in power debts to india forex down 12 billion in 16 months taka down 10 in under a year average monthly inflation of 11 the economist country of the year,positif
"🚨 Paytm Posted Over ₹9978 Crore Revenue and ₹1422 Crore Loss in FY24

Paytm Also Wrote Off ₹227 Crore Worth of Investment in Paytm Payments Bank",42,paytm posted over 9978 crore revenue and 1422 crore loss in fy24 paytm also wrote off 227 crore worth of investment in paytm payments bank,negatif
"We have some HAPPY NEWS Today!

After 6 years of growth and being profitable, yet being rejected for bank loans due to myself being an NRI,

It finally happened

We have been sanctioned a 3 Cr CC line under the CGTMSE scheme, zero collateral, at reasonable rate of interest",61,we have some happy news today after 6 years of growth and being profitable yet being rejected for bank loans due to myself being an nri it finally happened we have been sanctioned a 3 cr cc line under the cgtmse scheme zero collateral at reasonable rate of interest,negatif
"asli kedak kedebuk siang ini, temen gue ketipu. barang shopee telat grgr overload, disuruh admin nunggu shopee pusat ngabarin. dan bener dia disuruh tg 400k dan download spinjam sama satu app pinjol. habis itu dia ditelfon disuruh ngelunasin utang yang ga pernah dia utang. https://t.co/AjU8Bhrh2W",104,asli kedak debuk siang ini temen tipu barang shopee telat grgr overload suruh admin nunggu shopee pusat ngabarin bener suruh tg 400k download spinjam sama satu app pinjol habis ditelfon suruh ngelunasin utang tidak pernah dia utang,negatif
"&gt; Shopee jg punya kantor di Solo Paragon Mall dari 2021

&gt; Krn koneksi2 ini dugaan gratifikasi makin menguat krn Kaesang-Erina ke US brg keluarga dan buat kepentingan pribadi (kuliah)

&gt; Netizen jg geram krn Shopee trus naikin potongan ke seller &amp; bbrp kali layoff besar2an

(3/3)",106,gt shopee jg punya kantor solo paragon mall 2021 gt koneksi2 duga gratifikasi makin kuat kaesang-erina us brg keluarga buat penting pribadi kuliah gt netizen jg geram shopee trus naikin potong seller amp bbrp kali layoff besar2an 3 3,netral
"ขอความเมตตา ขอแรงรีทวิตจากทุกท่านหน่อยนะคะ ผู้เสียหาย 140 + ยอดเงิน 4.3 ล้านบาท ที่ผู้หญิงคนนี้โกงไป ทุกคนอยากได้คืนมากค่ะ ตอนนี้ทุกคนใช้ชีวิตไม่สงบสุขเลยบางคนป่วย บางคนยังเป็นนักศึกษาอยู่เลยค่ะ 🙏🏻
#โหนกระแส #ออมเงินกินดอก #spaylater #แลกspaylater #shopee #แลกlimitextra",239,140 4 3 spaylater spaylater shopee limitextra,negatif
"📊 SIP Flows Trend (₹ Cr)  

📈 Feb 2025:  ₹25,999 Cr (+35% YoY from ₹19,187 Cr)  

📉 Jan 2025: ₹26,400 Cr  
📉 Dec 2024: ₹26,459 Cr  
📉 Nov 2024: ₹25,320 Cr  
📉 Oct 2024: ₹25,323 Cr  
📉 Sep 2024: ₹24,509 Cr  

Strong YoY growth, &amp; steady MoM! 
Will SIP momentum",126,sip flows trend cr feb 2025 25 99 cr 35 yoy from 19 187 cr jan 2025 26 400 cr dec 2024 26 459 cr nov 2024 25 320 cr oct 2024 25 323 cr sep 2024 24 509 cr strong yoy growth amp steady mom will sip momentum,negatif
"Hutang Prasarana yang dijamin Kerajaan: RM41.955 bilion

Jumlah liabiliti Prasarana: RM89.55 bilion

Peruntukan (Geran) Kerajaan kepada Prasarana: 

2023: RM2.7 bilion
2024: RM1.6 bilion

Hasil/Revenue Prasarana:

2024: RM839.56 juta

Kerugian Prasarana:

2024: RM1.54 bilion",107,hutang prasarana jamin raja rm41 955 bilion jumlah liabiliti prasarana rm89 55 bilion untuk geran raja prasarana 2023 rm2 7 bilion 2024 rm1 6 bilion hasil revenue prasarana 2024 rm839 56 juta rugi prasarana 2024 rm1 54 bilion,negatif
"and they have to pay back the loan by September 19th. now we know why this company is a mess, overworking their artists, the hybe in debt joke is not a joke anymore cuz they really are in debt https://t.co/7kv5xYlKg7",60,and they have to pay back the loan by september 19th now we know why this company is a mess overworking their artists the hybe in debt joke is not a joke anymore cuz they really are in debt,netral
"#SOEs in Numbers 2024-2025Q1 

RDC:

In 2024, revenues stayed high (82–131m per quarter) yet every single quarter ended in losses. Equity remained deeply negative throughout the year, liabilities stayed above MVR 1 billion

Q1 2025 is worse: revenue collapsed to 51.9m, costs https://t.co/i7TsEgZ4mp",88,soes in numbers 2024-2025q1 rdc in 2024 revenues stayed high 82 131m per quarter yet every single quarter ended in losses equity remained deeply negative throughout the year liabilities stayed above mvr 1 billion q1 2025 is worse revenue collapsed to 51 9m costs,negatif
